kabupaten,kab_id,provinsi,prov_id,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,total_ha,norm_2001,norm_2002,norm_2003,norm_2004,norm_2005,norm_2006,norm_2007,norm_2008,norm_2009,norm_2010,norm_2011,norm_2012,norm_2013,norm_2014,norm_2015,norm_2016,norm_2017,norm_2018,norm_2019,norm_2020,norm_2021,norm_2022,norm_2023,norm_2024,kab_id_clean
PEMALANG,ID-3327,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3327
PENAJAM PASER UTARA,ID-6409,KALIMANTAN TIMUR,ID-64,2.32363052368164,1.698037432861328,0.2681138488769531,2.4130174743652337,201.0920664367675,2576.642573358204,873.3955841735853,2136.688603957763,1143.1339014778407,1133.330692762081,2417.210778006329,152.22681656295512,2.859940411376953,1.2511808776855469,23.50753245849605,27.08054373779297,26.453395715332004,0.0,0.0,0.0,0.0,7.060901153564451,1.1619313903808592,0.0,10729.799241759938,0.0009018055308514106,0.0006590116341391629,0.00010405550682472559,0.0009364967804674152,0.0780442225538015,1.0,0.33896652690763646,0.8292530077902742,0.443652493092189,0.4398478487006377,0.9381242097757921,0.059079523926577844,0.0011099484425771632,0.00048558573494920205,0.009123319121385969,0.010510011756305882,0.01026661438759611,0.0,0.0,0.0,0.0,0.0027403494867981625,0.0004509478351382219,0.0,6409
PENUKAL ABAB LEMATANG ILIR,ID-1612,SUMATERA SELATAN,ID-16,0.0,0.0,0.0,0.0,0.0,1550.248129720243,391.80400475155307,1078.2723714049753,99.25982866222787,33.95806166800705,112.25148885304124,666.2512852172842,0.4463694763183594,512.8821683288556,477.25876996459925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4922.632478047105,0.0,0.0,0.0,0.0,0.0,1.0,0.25273631829651544,0.6955482485242925,0.06402834924247917,0.021904920262109977,0.07240872393330872,0.4297707395638114,0.00028793421373061805,0.33083875961289505,0.30785960054712347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612
PESAWARAN,ID-1809,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1809
PESISIR BARAT,ID-1813,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1813
PESISIR SELATAN,ID-1301,SUMATERA BARAT,ID-13,38.414104547119095,1723.198998004178,1199.9601617980895,2366.935383172583,4509.168149181729,1677.5949250854198,3994.1651838806233,2141.807942492685,766.2582408874373,866.5424212280535,1125.0681054870242,500.5824589416519,383.4827045226949,96.74069304199222,2.2331413879394537,122.28785552978492,822.6563260620039,458.7203690368635,92.09990820922847,7.77134201660156,7.682210894775395,0.3573041442871094,0.0,0.0,22903.727929552766,0.008519111125649646,0.3821545218527466,0.2661156386496352,0.5249161940439295,1.0,0.3720408886037772,0.8857875891377964,0.4749895926771671,0.16993339248758974,0.1921734547391637,0.24950679776516838,0.11101436947577388,0.08504511072453239,0.021454221674910835,0.0004952446469188997,0.027119825982088577,0.18244081809441726,0.10173059727659672,0.020425032991049953,0.0017234535860038425,0.0017036869419406043,7.923948108964371e-05,0.0,0.0,1301
PIDIE,ID-1107,ACEH,ID-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107
PIDIE JAYA,ID-1118,ACEH,ID-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118
PINRANG,ID-7315,SULAWESI SELATAN,ID-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7315
POHUWATO,ID-7504,GORONTALO,ID-75,8.134513323974613,1.3408542236328131,0.0,0.0,6.257315911865235,0.0,19.48741840820308,0.0,3.754457189941407,27.443239416503957,63.7361569824219,1075.3737206909193,3305.572228930452,2772.974592980931,354.8805171020539,19.308366168212917,0.0,0.0,0.0,24.403748352050748,23.59922819213864,261.73670321044966,1070.1874641357426,1731.0587453979651,10769.24927061746,0.0024608487610045682,0.00040563452581602146,0.0,0.0,0.0018929599713783433,0.0,0.005895323731742631,0.0,0.0011357964460985913,0.008302114585886228,0.019281429225657645,0.3253215014572125,1.0,0.8388788388018833,0.10735827037634531,0.005841156940763721,0.0,0.0,0.0,0.007382609322061857,0.007139226299639619,0.07918045200153952,0.3237525578081262,0.5236789958022079,7504
POLEWALI MANDAR,ID-7604,SULAWESI BARAT,ID-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7604
PONOROGO,ID-3502,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3502
POSO,ID-7202,SULAWESI TENGAH,ID-72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.261132928466665,29.66314573364257,5.628834069824217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.018009793413945,109.5711225253474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7019013376629517,0.13319174569578782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7576230823629184,7202
PRINGSEWU,ID-1810,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810
PROBOLINGGO,ID-3513,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3513
PULANG PISAU,ID-6211,KALIMANTAN TENGAH,ID-62,0.0,0.0,0.0,0.0,0.0,0.0,126.50810143432588,3540.520132934544,3295.314579504371,557.1285834472685,815.1141091035631,931.5637366760172,2942.6236818235343,3790.765572470757,952.7081349182024,1353.520027014206,2573.225488115689,2677.407354414915,578.5888844508036,3347.1799252795595,417.0178086242715,251.71638771972684,63.899591842017,73.42456514282222,28288.226664916598,0.0,0.0,0.0,0.0,0.0,0.0,0.03337270506861495,0.9339855143368554,0.8693005453662335,0.14696993860375848,0.21502625090379449,0.24574554106991103,0.7762610548099871,1.0,0.2513234112488901,0.35705716988771863,0.6788141970062539,0.7062972645575195,0.15263114360134095,0.8829825694280335,0.11000886249804846,0.06640252025810775,0.01685664560902096,0.019369323620549113,6211
PULAU MOROTAI,ID-8207,MALUKU UTARA,ID-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8207
PULAU TALIABU,ID-8208,MALUKU UTARA,ID-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8208
PUNCAK,ID-9125,PAPUA TENGAH,ID-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9125
PUNCAK JAYA,ID-9107,PAPUA TENGAH,ID-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9107
PURBALINGGA,ID-3303,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3303
PURWAKARTA,ID-3214,JAWA BARAT,ID-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3214
PURWOREJO,ID-3306,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3306
RAJA AMPAT,ID-9205,PAPUA BARAT DAYA,ID-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9205
REJANG LEBONG,ID-1702,BENGKULU,ID-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702
REMBANG,ID-3317,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317
ROKAN HILIR,ID-1407,RIAU,ID-14,214.08725247802732,1325.4995915832474,995.5357564106652,2986.0840367027977,4907.697694561769,2097.0189464294544,1258.9846801331294,1652.6271027713622,1165.747396801759,2565.794952791419,2256.173384704566,3801.038545398658,1073.2483675659182,138.9631663513183,1.2510438720703123,34.94008505249018,79.88807830200236,20.81924229736328,29.664284820556617,3.1272575866699226,2.770202459716797,41.820558538818446,1.1617201110839843,2.9489811340332017,26656.892328858896,0.04362274651009126,0.27008582722037594,0.20285189071727475,0.6084490574901719,1.0,0.42729179279994484,0.2565326469737965,0.33674183000363733,0.2375344752985756,0.5228103099411731,0.45972134494034483,0.774505436553396,0.2186867314087392,0.028315347643621917,0.0002549146157589529,0.007119445252548332,0.016278117209730852,0.004242160702040212,0.00604444011566313,0.0006372147962852814,0.0005644606966697367,0.008521421069834823,0.0002367138693916068,0.0006008889132068943,1407
